simbad_name,ra_hms,dec_dms,Vmag,Imag,WFS6535 mag,WFSHaIR mag,phot_g_mean_mag,vetted,n_sys,pmra,pmdec,parallax,bp_rp,source_id,ra,dec,Num
* mu. Hya,10:26:05.42,-16:50:10.63,,1.8700000047683716,,,,N,1,-128.819,-80.185,,,,156.52260893978251,-16.836288604756664,173
* alf Ant,10:27:09.10,-31:04:04.00,,2.359999895095825,,,,N,1,-81.32,9.798,,,,156.7879193306,-31.06777913925,174
HD  91793,10:35:12.80,-39:33:45.28,5.380000114440918,3.5709700913177613,2.9945517745417023,2.589163734191538,4.187924,N,1,-31.50418944445077,2.619350215423322,3.615400338921408,2.7919967,5440991156144997504,158.80336427160702,-39.56257836426491,175
V* U Ant,10:35:12.85,-39:33:45.32,,1.8600000143051147,,,,N,1,-31.504,2.619,,,,158.80354589478,-39.56259000568,176
V* U Hya,10:37:33.27,-13:23:04.35,,1.7799999713897705,,,,N,1,42.59,-37.72,,,,159.38863730625002,-13.384542478611111,177
* mu. Vel A,10:46:46.18,-49:25:12.93,2.700000047683716,,,,,N,1,74.2,-54.9,,,,161.69244928333333,-49.42026028888888,178
* nu. Hya,10:49:37.48,-16:11:37.12,,1.5299999713897705,,,,N,1,92.912,199.642,,,,162.4062010556029,-16.193647060365556,179
iot Ant,10:56:43.15,-37:08:17.95,4.599999904632568,4.047425950940742,3.7952330679719832,3.6852734149532367,4.3193483,N,1,74.06869347830126,-124.44348059039184,15.713189973044852,1.1788831,5394951821153092864,164.17979302441142,-37.13832049306377,180
* alf Crt,10:59:46.46,-18:17:55.63,,2.7200000286102295,,,,N,1,-462.303,128.614,,,,164.94360481576166,-18.298786220615558,181
i Vel,11:00:09.29,-42:13:33.02,4.389999866485596,4.565237328334312,4.203556550178689,4.198759162791287,4.33338,N,1,23.076576923795624,3.9416203258658338,16.201123245797707,0.18134356,5389799921983524864,165.03873936400242,-42.22584092354663,182
bet Crt,11:11:39.48,-22:49:34.69,4.448999881744385,4.7329103746202605,4.350053454734342,4.360661080102776,4.4335775,N,1,7.826661668910445,-102.911261351755,10.304259120526218,0.0686183,3537996837843690496,167.914532393726,-22.826305431721114,183
* del Crt,11:19:20.44,-14:46:42.74,,2.130000114440918,,,,N,1,-122.958,207.083,,,,169.83519729807168,-14.778539835960277,184
HD  99322,11:25:29.31,-36:03:46.73,5.218999862670898,4.700976170257363,4.465636856436489,4.372158420920571,4.968951,N,1,-106.92522241820728,18.06367485529084,12.436274576835286,1.1421404,5398114596413589120,171.37213514928888,-36.06298166134216,185
HD 100378,11:32:47.97,-40:26:09.36,5.638999938964844,4.335220643176392,3.8431495709142585,3.6569516216112934,4.875956,N,1,-75.77070764830671,58.704323599082656,5.697196348472223,2.0142438,5384410837537766784,173.19990023735218,-40.43593344322096,186
 18 Crt,11:32:54.09,-31:05:13.90,5.110000133514404,3.844551753816681,3.3469774769322216,3.174909336326647,4.388352,N,1,-29.49980559642989,6.543141524914832,7.797225923022654,1.9967401,3481856770562333184,173.2253831535227,-31.08719631902633,187
*  18 Crt,11:32:54.12,-31:05:14.01,,2.759999990463257,,,,N,1,-29.5,6.543,,,,173.22553625177,-31.08722539965,188
omi Hya,11:40:12.73,-34:44:40.79,4.699999809265137,5.047529699971399,4.656729922367303,4.6677991536626084,4.6677394,N,1,-43.73784759352733,-1.363740480794729,7.086376547448498,-0.050798893,3476926526063978624,175.0530530705465,-34.74466439484148,189
LHS   311,11:46:28.92,-40:29:54.83,4.880000114440918,4.5565918388353595,4.2860881536182385,4.216411588567168,4.701676,N,1,-1530.9705104799332,403.2865748639044,107.3024338562276,0.85635567,5381537023379295232,176.62052057636615,-40.498565145629904,190
* B Cen,11:51:08.69,-45:10:24.49,,2.8499999046325684,,,,N,1,-72.928,-7.964,,,,177.78621333642,-45.17346991659001,191
* del Cen,12:08:21.49,-50:43:20.73,2.5199999809265137,2.619999885559082,,,,N,1,-42.613,-11.135,,,,182.08957348875,-50.722427392777774,192
* eps Crv,12:10:07.48,-22:37:11.16,2.9800000190734863,1.409999966621399,,,,N,1,-72.019,10.637,,,,182.53116909374998,-22.6197672175,193
* gam Crv,12:15:48.37,-17:32:30.94,2.5799999237060547,2.7100000381469727,,,,N,1,-158.61,21.86,,,,183.9515450373768,-17.541930457603193,194
* del Crv,12:29:51.85,-16:30:55.55,2.940000057220459,,,,,N,1,-209.276,-139.184,,,,187.46606318416664,-16.515431261666667,195
* bet Crv,12:34:23.23,-23:23:48.33,2.640000104904175,1.590000033378601,,,,N,1,1.116,-56.704,,,,188.59681217680622,-23.39676021620222,196
CCDM J12393-0800A,12:39:14.68,-07:59:44.42,4.64300012588501,3.963770127220549,3.7017602362683393,3.6101524997217735,4.300346,N,1,-77.2228547604842,-24.40891145385895,10.352648623779038,1.3487484,3676091134604409728,189.8111824278454,-7.9956734410311885,197
* gam Cen B,12:41:31.01,-48:57:34.47,2.880000114440918,,,,,N,1,-193.6,-11.6,,,,190.37923070833335,-48.959576850000005,198
* gam Cen A,12:41:31.03,-48:57:35.68,2.819999933242798,,,,,N,1,-193.6,-11.6,,,,190.37930732083333,-48.95991231666667,199
* e Cen,12:53:06.90,-48:56:35.92,,2.5999999046325684,,,,N,1,-79.45,-24.729,,,,193.27877637169166,-48.94331288258333,200
HD 112213,12:55:19.37,-42:54:56.83,5.445000171661377,4.1149923857521244,3.635869168048737,3.455140972745756,4.662756,N,1,-38.063196987212734,-12.426704540981149,4.54821420133139,2.0463276,6138676741904648448,193.83073483578056,-42.91578843981604,201
f Cen,13:06:16.65,-48:27:48.09,4.690999984741211,5.124442525207996,4.699995649714381,4.73586726732991,4.6672645,N,1,-29.55805627503883,-15.692271824608934,8.159218297010217,-0.19635725,6085229378603010688,196.5694004868272,-48.463360446028624,202
HD 113791,13:06:54.59,-49:54:22.69,4.269999980926514,4.729046262343651,4.268543191098703,4.305928188722262,4.224331,N,1,-27.11829090482098,-12.808219160719034,6.796192761993987,-0.26680326,6081542475600377472,196.72747704035424,-49.906303345686254,203
 49 Vir,13:07:53.83,-10:44:25.63,5.151000022888184,4.5011195063680205,4.246645881468284,4.140205749806258,4.8242455,N,1,16.629270285209362,-10.19175132304048,11.149814361679672,1.2771497,3622819624439843072,196.97429552210073,-10.740454000641543,204
psi Hya,13:09:03.24,-23:07:05.69,4.934000015258789,4.372000278632662,4.1299802817159,4.040369926596325,4.6528893,N,1,-20.533030854814697,-46.13052071490708,14.029564151878592,1.1845715,3504044777770340096,197.2635090052335,-23.118248890279386,205
LTT  5087,13:15:59.11,-19:56:37.00,5.21999979019165,4.641414620509487,4.394564521998343,4.290914710531777,4.9260554,N,1,304.27770740950535,-114.93150503190924,26.687613753364285,1.1943636,3507322593731193728,198.9963172374498,-19.943611174674064,206
r Cen,13:16:53.17,-31:30:23.09,5.110000133514404,4.599724700882817,4.345341610697907,4.258545318315936,4.853926,N,1,34.47549903496358,-48.14589668497866,12.597428979938506,1.1061249,6181513577482286336,199.2215625522365,-31.50641525729194,207
LHS   349,13:18:23.11,-18:18:57.31,4.739999771118164,4.376079151108726,4.105758642122003,4.033097062936138,4.5325284,N,1,-1070.2015735200084,-1063.8486605375715,117.1726460991387,0.898438,3507879565090229888,199.596298132351,-18.31592210064546,208
* gam Hya,13:18:55.29,-23:10:17.45,,1.9299999475479126,,,,N,1,67.956,-44.299,,,,199.73040703832623,-23.171514006915,209
* iot Cen,13:20:35.81,-36:42:44.29,2.7300000190734863,2.690000057220459,,,,N,1,-339.615,-82.181,,,,200.14922006503957,-36.712304581225,210
* alf Vir,13:25:11.57,-11:09:40.75,0.9700000286102295,1.2999999523162842,,,,N,1,-42.35,-30.67,,,,201.2982473615632,-11.161319485111932,211
 69 Vir,13:27:27.02,-15:58:24.55,4.75,4.1755269337261325,3.9288024189002275,3.832632019890129,4.4660563,N,1,-121.5657461641688,20.434911317911713,12.0127482033267,1.2065699,3604865252393354112,201.86262149636423,-15.973488519071648,212
V* R Hya,13:29:42.78,-23:16:52.75,,-0.15000000596046448,,,,N,1,-54.213,11.794,,,,202.42825066102745,-23.28131989694222,213
* l Vir,13:31:57.88,-06:15:20.94,,2.069999933242798,,,,N,1,-103.703,-45.392,,,,202.99118605499538,-6.255817660835833,214
* eps Cen,13:39:53.25,-53:27:59.00,2.299999952316284,2.700000047683716,,,,N,1,-15.3,-11.72,,,,204.97190723090242,-53.466391146088995,215
HD 119971,13:47:38.30,-50:19:14.48,5.446000099182129,4.544079739669002,4.239335875814863,4.086919624640801,4.9663877,N,1,-141.15346046599862,-0.6205211927115908,5.313302625250323,1.5755038,6069649917314597504,206.90959648577856,-50.32069117979937,216
* g Cen,13:49:26.72,-34:27:02.78,,0.1899999976158142,,,,N,1,-45.332,-60.067,,,,207.3613413833062,-34.45077353097945,217
 89 Vir,13:49:52.16,-18:08:03.62,4.959000110626221,4.390829350966484,4.1426983227821,4.047660750377724,4.675496,N,1,-100.68120966245236,-38.2426398217811,14.126838607226071,1.1965127,6294168164474202112,207.46737454105764,-18.134339219019612,218
* zet Cen,13:55:32.38,-47:17:18.14,2.549999952316284,2.890000104904175,,,,N,1,-57.37,-44.55,,,,208.88494019857197,-47.28837451101241,219
* pi. Hya,14:06:22.29,-26:40:56.50,,1.850000023841858,,,,N,1,43.381,-140.951,,,,211.59290834800288,-26.68236157673806,220
* tet Cen,14:06:40.94,-36:22:11.83,2.049999952316284,0.7599999904632568,,,,N,1,-520.53,-518.06,,,,211.670614682339,-36.369954742511496,221
HD 123569,14:09:54.55,-53:26:21.66,4.736000061035156,4.233870992447052,4.007410853257279,3.915098520314076,4.4826813,N,1,-145.13618799956552,-91.06429208993944,18.22532413925756,1.107548,5896820467691187968,212.47730977943647,-53.439350525474744,222
* kap Vir,14:12:53.74,-10:16:25.33,,2.390000104904175,,,,N,1,6.674,138.987,,,,213.2239368859575,-10.273703461482222,223
* eta Cen,14:35:30.42,-42:09:28.17,2.309999942779541,2.5899999141693115,,,,N,1,-34.73,-32.72,,,,218.8767673375,-42.15782521722222,224
HD 128068,14:36:18.98,-46:14:43.34,5.550000190734863,4.5537789978329855,4.249384946082946,4.090642969147121,4.9996457,N,1,-31.247339017209853,17.232810937632557,4.698888101764983,1.6692824,6098305973471310080,219.0790951079404,-46.245374279721005,225
rho Lup,14:37:53.17,-49:25:33.44,4.050000190734863,4.4700927837194655,3.998990419184527,4.082789909965737,4.0019474,N,1,-28.920705992925228,-29.21325067247681,9.348441614642455,-0.19072032,5899408305748518528,219.47157805264095,-49.42595812350064,226
* alf Lup,14:41:55.75,-47:23:17.51,2.2860000133514404,,,,,N,1,-20.94,-23.67,,,,220.4823157775,-47.38819874611111,227
b Lup,14:47:01.26,-52:23:01.97,5.21999979019165,4.689380991210712,4.453493051748843,4.355835127699995,4.9605865,N,1,-17.2870804792493,-82.27496532223863,12.442023750255936,1.1416783,5895083892166190976,221.7552643781173,-52.38388292857648,228
* E Hya,14:50:17.30,-27:57:37.30,,2.569999933242798,,,,N,1,-238.58,-62.451,,,,222.57211788284,-27.960361231049998,229
* alf02 Lib,14:50:52.71,-16:02:30.39,2.75,2.569999933242798,,,,N,1,-105.68,-68.4,,,,222.7196378915803,-16.041776519834446,230
* bet Lup,14:58:31.92,-43:08:02.26,2.680000066757202,2.950000047683716,,,,N,1,-35.78,-39.83,,,,224.63302234983436,-43.13396384896446,231
* sig Lib,15:04:04.21,-25:16:55.09,,0.33000001311302185,,,,N,1,-73.484,-42.632,,,,226.0175617057,-25.28196957961,232
* bet Lib,15:17:00.41,-09:22:58.49,2.619999885559082,2.759999990463257,,,,N,1,-98.1,-19.65,,,,229.25172424914246,-9.382914410334685,233
* f Lup,15:17:49.83,-30:08:55.19,,2.9600000381469727,,,,N,1,-10.266,-11.126,,,,229.45765656610584,-30.14866646634111,234
HD 137709,15:29:24.25,-46:43:57.82,5.2220001220703125,4.0262203903618925,3.6273921816697747,3.4703713913130425,4.54036,N,1,-7.184771450781034,-5.698071280122046,1.518635209339361,1.914669,5998976093037660416,232.3510780987476,-46.73273050452892,235
HD 138505,15:34:01.65,-40:03:59.71,5.820000171661377,4.198684624071667,3.501609538543496,3.2944524956365697,4.825293,N,1,-39.39585457746803,-34.612788642495815,3.2874693723519623,2.3895001,6003160147085887872,233.5068866727224,-40.06658669419209,236
CD-44 10239A,15:35:53.21,-44:57:30.53,4.708000183105469,5.191798397588947,4.773321796507036,4.801171979855868,4.680546,N,1,-20.79438360783701,-20.79425869654757,6.8459509593973475,-0.24888992,6001046782644084736,233.97173763292383,-44.958481101484,237
HD 138816,15:36:12.03,-44:23:49.47,5.434000015258789,4.427061475841576,4.09315220504963,3.9518516839229134,4.886434,N,1,-45.069729798703264,-56.33899032912552,5.782810267582467,1.6886973,6001075885364398592,234.0501336066563,-44.39707667052472,238
* ome Lup,15:38:03.20,-42:34:02.40,,2.569999933242798,,,,N,1,-153.157,55.969,,,,234.5133623464971,-42.56733568869945,239
  3 Lup,15:39:45.98,-34:24:43.09,4.660999774932861,4.115351371930863,3.851695135138212,3.754669101871257,4.385198,N,1,6.104513240847682,-11.25053307175027,14.731655392285658,1.1544938,6013425703029987712,234.94161333458936,-34.41197080109512,240
LTT  6256,15:41:11.12,-44:39:44.60,4.632999897003174,4.522347870342379,4.211853307883614,4.169330614285724,4.5205355,N,1,-169.10565112984054,-266.39145844308257,57.475860390190874,0.57149744,5989102478619519616,235.2963466961976,-44.6623899936602,241
* kap Lib,15:41:56.79,-19:40:43.65,,2.5,,,,N,1,-35.256,-111.519,,,,235.48663508477,-19.67879299614,242
h Lup,15:42:38.25,-37:25:30.05,5.239999771118164,4.685461550051123,4.431724150322072,4.340391372187623,4.9605885,N,1,-48.87973077512457,-17.283848587923522,12.190686591089085,1.1630826,6009789205765529472,235.659378537918,-37.42501602966371,243
* tet Lib,15:53:49.53,-16:43:45.46,,2.9200000762939453,,,,N,1,99.453,134.442,,,,238.4564080092892,-16.729297046860832,244
* pi. Sco,15:58:51.11,-26:06:50.78,2.9100000858306885,,,,,N,1,-11.42,-26.83,,,,239.71297182416666,-26.114107945,245
* del Sco,16:00:20.00,-22:37:18.14,2.319999933242798,2.490000009536743,,,,N,1,-10.21,-35.41,,,,240.08335534565887,-22.621706426005783,246
HD 143787,16:03:20.54,-25:51:55.48,4.966000080108643,4.211193825690586,3.957180734474953,3.8363047743770977,4.5704613,N,1,-67.83948031618938,-38.15354054175556,14.953208987595836,1.4009781,6043646879640103936,240.8355946975947,-25.86541214189879,247
* bet01 Sco,16:05:26.23,-19:48:19.63,2.619999885559082,2.690000057220459,,,,N,1,-5.2,-24.04,,,,241.3592999275,-19.805452782777778,248
HD 145250,16:11:01.96,-29:24:59.78,5.1020002365112305,4.412954447894855,4.156161282570915,4.030007490473327,4.748892,N,1,-88.14848614570785,-87.56815280895039,11.512418141850572,1.3200483,6038711824776083712,242.7581681726663,-29.41660788476232,249
 13 Sco,16:12:18.18,-27:55:35.34,4.567999839782715,4.998382725420356,4.5581497557800565,4.581939654541324,4.5251393,N,1,-12.262251866483744,-24.25248685468492,6.784806145380784,-0.21075535,6042226413691523712,243.0757908886152,-27.92648370151184,250
* gam02 Nor,16:19:50.42,-50:09:19.82,,2.6600000858306885,,,,N,1,-159.666,-51.94,,,,244.96009294998038,-50.15550599744805,251
* omi Sco,16:20:38.17,-24:10:09.49,,2.930000066757202,,,,N,1,-2.351,-22.529,,,,245.15905738420497,-24.16930429935139,252
* sig Sco,16:21:11.31,-25:35:34.05,2.890000104904175,1.5800000429153442,,,,N,1,-10.6,-16.28,,,,245.29714880583333,-25.592792076666665,253
eps Nor,16:27:11.02,-47:33:17.58,4.520999908447266,4.881215264094159,4.4465687330266865,4.469353130372283,4.4848747,N,1,-12.04872921189692,-20.277820468465563,5.239008490286231,-0.08110857,5942012246713512704,246.7959273667639,-47.55488377313997,254
* alf Sco,16:29:24.45,-26:25:55.20,0.9100000262260437,-1.8700000047683716,,,,N,1,-12.11,-23.3,,,,247.3519154198264,-26.432002611950832,255
HD 149038,16:34:05.02,-44:02:43.16,4.940000057220459,5.040069544672839,4.680483995032924,4.66864812791246,4.8155746,N,1,0.86460910598748,-2.984915183167498,1.096695251926267,0.15704489,5944296074139193984,248.5209193617997,-44.04532454516372,256
* tau Sco,16:35:52.95,-28:12:57.66,2.809999942779541,,,,,N,1,-9.89,-22.83,,,,248.97063688749995,-28.2160170875,257
* zet Oph,16:37:09.54,-10:34:01.50,2.559999942779541,2.5,,,,N,1,10.465,24.742,,,,249.2897502448742,-10.56708603964,258
 24 Sco,16:41:34.35,-17:44:31.82,4.922999858856201,4.244659392483356,3.963288490114742,3.844314503695802,4.572637,N,1,-21.144888931819384,-1.571602478195317,8.481791471350974,1.3077083,4131941783535773568,250.39316595282335,-17.742173535515366,259
* eps Sco,16:50:09.81,-34:17:35.63,2.2899999618530273,0.8299999833106995,,,,N,1,-614.85,-255.98,,,,252.54087838625,-34.29323159305555,260
* mu.01 Sco,16:51:52.22,-38:02:50.63,2.9800000190734863,,,,,N,1,-10.451,-18.315,,,,252.96761814529,-38.04739946400001,261
HD 152161,16:53:42.40,-43:03:04.01,6.059999942779541,3.770870427317007,2.659024804798224,2.3553398395906715,4.462919,N,1,-16.36238871633102,-32.69357153472133,4.267423732736172,3.0496778,5964806394061262976,253.4266679331016,-43.05111433148434,262
HD 152236,16:53:59.72,-42:21:43.36,4.789999961853027,4.4192567700019865,4.117520179961715,4.015259397403969,4.526421,N,1,-0.093942019033145,-3.368495479442938,0.5855000591336458,0.80834913,5964986649547042944,253.4988624828109,-42.36204478621972,263
 27 Sco,16:57:11.18,-33:15:34.32,5.489999771118164,4.294943817607056,3.8810315178298858,3.7146317261097312,4.7925477,N,1,4.571713806960957,-9.29136329251662,5.235492815228741,1.8798747,6026503569318918400,254.29658601539947,-33.259533583166295,264
HD 153336,16:59:57.71,-25:05:32.17,5.860000133514404,4.399239624713111,3.808218495364698,3.6166332491763855,4.9917355,N,1,5.211070561428658,-15.89957782419748,6.048476014070639,2.2049365,4112977922408078848,254.99047156795936,-25.09227017963234,265
k Sco,17:04:49.35,-34:07:22.57,4.869999885559082,4.8173270230604075,4.479889299947785,4.435868768100767,4.7359853,N,1,1.2715865226334515,-2.048958886023615,0.9234913233101671,0.43023682,5978207447948294016,256.2056387304741,-34.122937351033436,266
HD 155035,17:11:38.69,-48:52:24.30,5.980000019073486,4.182249441608981,3.4484829426910037,3.205244185199761,4.8164563,N,1,7.599982009655235,-6.378424245530972,2.244393531811136,2.5137718,5926655956260736640,257.91124326574663,-48.87341861182126,267
* eta Sco,17:12:09.19,-43:14:21.08,,2.7699999809265137,,,,N,1,21.616,-287.978,,,,258.0383087285559,-43.239189530951116,268
LHS   437,17:15:20.18,-26:36:24.50,5.079999923706055,4.595452274172125,4.351119635102612,4.2633008206110725,4.831335,N,1,-498.6001998992269,-1149.1581425021811,168.003078856296,1.0583043,4109030160308320128,258.83412017812816,-26.606806615399403,269
LHS   438,17:15:20.42,-26:36:28.43,5.03000020980835,4.5933404686209585,4.3469210362167745,4.259594500571709,4.828591,N,1,-465.86077428732233,-1141.1676949906755,168.13027793748972,1.0597496,4109030160308317312,258.83511696459266,-26.60789783205067,270
 53 Ser,17:20:49.71,-12:50:48.72,4.323999881744385,4.585002711982547,4.212751590200607,4.223167094130863,4.2963223,N,1,44.861511212843126,1.5055923664256758,15.979505765352084,0.077516556,4141650196336522752,260.20712853781777,-12.846869374874109,271
 43 Oph,17:23:21.59,-28:08:34.68,5.288000106811523,4.208886471948816,3.8407281327790797,3.6850097045437016,4.67406,N,1,1.096507898695852,-30.51125680168359,6.157228472667152,1.7777252,4059847665200332544,260.8399675211914,-28.142969148813428,272
kap Ara,17:26:00.06,-50:38:00.50,5.192999839782715,4.5968934178617715,4.343668499761508,4.239024092313505,4.901598,N,1,13.004336880934892,7.5537788111602175,7.586185411584672,1.2293682,5925327333882816256,261.50027082475435,-50.633473043874986,273
* ups Sco,17:30:45.83,-37:17:44.92,2.6500000953674316,,,,,N,1,-2.37,-30.09,,,,262.6909880116666,-37.295813475277775,274
c Oph,17:31:24.95,-23:57:45.92,4.809999942779541,5.039376952668327,4.683059117083947,4.6185177342686154,4.746484,N,1,0.8600365478219112,-25.626626403364696,7.953774305548008,0.08898258,4110602530665608064,262.8539786454766,-23.962756896863063,275
* alf Ara,17:31:50.49,-49:52:34.12,2.950000047683716,,,,,N,1,-33.27,-67.22,,,,262.9603813675,-49.87614501138889,276
* lam Sco,17:33:36.52,-37:06:13.76,1.6299999952316284,,,,,N,1,-8.53,-30.8,,,,263.40216718438023,-37.10382355111976,277
sig Ara,17:35:39.55,-46:30:21.09,4.590000152587891,4.866135339804103,4.4539784923294885,4.4702829408362685,4.523951,N,1,-25.046482012974977,-39.4304509760926,8.528491549597454,0.024634838,5949068676156098944,263.91480225423027,-46.505859649613626,278
* tet Sco,17:37:19.12,-42:59:52.18,1.850000023841858,,,,,N,1,5.54,-3.12,,,,264.3297077207907,-42.99782799333082,279
NLTT 45187,17:40:23.99,-49:24:58.91,4.769999980926514,4.624537208854015,4.3336199222719385,4.269024712339815,4.6307707,N,1,103.68534600810366,-175.95641378737966,47.70449668181444,0.58799124,5946685759563224960,265.0999815874886,-49.41636516024904,280
omi Ser,17:41:24.79,-12:52:31.98,4.228000164031982,4.458654391198827,4.092594075327979,4.094228998187894,4.2055626,N,1,-72.44790281993733,-55.32045741229644,20.466459696134443,0.14438915,4161585441691080448,265.35330605241717,-12.875551136885944,281
* kap Sco,17:42:29.27,-39:01:47.93,2.385999917984009,,,,,N,1,-6.05,-25.54,,,,265.62198000035505,-39.02998307638737,282
HD 160668,17:42:51.10,-36:56:44.39,5.519999980926514,4.431288482189608,4.066757648618965,3.9186917734162927,4.918717,N,1,7.724528782108312,-22.930944371593085,5.329692828855103,1.7806177,4040860954806699264,265.7129489219902,-36.945664339747125,283
 58 Oph,17:43:25.68,-21:41:00.21,4.861000061035156,4.689699826986988,4.402803776471398,4.34750095336665,4.7305098,N,1,-97.25257596448584,-44.61396749521905,58.2436975539037,0.63404465,4117290138348536064,265.85700792887656,-21.683392427381285,284
* iot01 Sco,17:47:35.07,-40:07:37.19,2.992000102996826,,,,,N,1,0.005,-5.396,,,,266.89616445956506,-40.12699736232806,285
HD 161840,17:49:10.48,-31:42:11.69,4.796999931335449,5.082764307703677,4.6906788117889,4.710123039260847,4.7556486,N,1,5.506076180038201,-9.467591769307482,5.85269865742515,0.01610756,4055612002737545216,267.29368378830833,-31.703248365574996,286
HD 161912,17:50:11.11,-40:05:25.58,4.802999973297119,4.764979321421336,4.4273767438956195,4.350623916316243,4.686216,N,1,2.686059624697405,-2.1172521067672476,0.8147793941012971,0.4980111,5957938608303888896,267.5463147469851,-40.09044123077515,287
* nu. Oph,17:59:01.59,-09:46:25.08,,2.1600000858306885,,,,N,1,-7.707,-116.38,,,,269.7566342235884,-9.773633604669445,288
,17:59:05.28,-30:15:11.02,,3.723366913015574,3.1639270972526328,2.9794955684908846,4.3048916,N,1,3.0505576760574646,-8.53999217091155,1.3150938995532506,2.1921153,4044222883404244736,269.7720187345046,-30.253062691826745,289
* gam02 Sgr,18:05:48.48,-30:25:26.72,2.990000009536743,1.75,,,,N,1,-48.839,-204.86,,,,271.45203374499994,-30.424089849444446,290
V* VX Sgr,18:08:04.04,-22:13:26.60,,2.109999895095825,,,,N,1,1.399,-1.066,,,,272.01685116281,-22.22405580529,291
* eta Sgr,18:17:37.63,-36:45:42.08,,0.23000000417232513,,,,N,1,-131.804,-166.309,,,,274.40682166227543,-36.76169016455027,292
* del Sgr,18:20:59.64,-29:49:41.16,2.6679999828338623,,,,,N,1,33.212,-27.361,,,,275.24851205687213,-29.828102262591386,293
* eps Sgr,18:24:10.31,-34:23:04.61,1.809999942779541,,,,,N,1,-39.42,-124.2,,,,276.0429933505963,-34.38461648586744,294
HD 170465,18:31:45.42,-45:54:53.74,4.920000076293945,5.303798226975793,4.8862751647471,4.9094944911197045,4.8899994,N,1,-3.4193977690012445,-26.36870771046085,5.063785066902656,-0.12432814,6708611446026198528,277.9392831685411,-45.914929694524574,295
* alf Sct,18:35:12.42,-08:14:38.65,,2.180000066757202,,,,N,1,-18.006,-313.989,,,,278.8017798215825,-8.24407051095861,296
 32 Sgr,18:54:10.18,-22:44:41.55,4.84499979019165,3.968245010111744,3.69974644767432,3.5733158375213527,4.383552,N,1,3.918721870995809,-8.09151988837181,1.838721922641737,1.5468392,4075705783885296640,283.5424275644015,-22.74487557817089,297
* ksi02 Sgr,18:57:43.80,-21:06:23.96,,2.119999885559082,,,,N,1,33.52,-13.552,,,,284.4325007886946,-21.1066575942875,298
lam Tel,18:58:27.79,-52:56:19.19,4.8379998207092285,5.182671424438638,4.783698012626045,4.803570233115622,4.819884,N,1,13.3651722720336,-8.805051692758942,6.611702323682628,-0.033337116,6656678453823573888,284.61580213038343,-52.93866663118432,299
* i Aql,19:01:40.82,-05:44:20.72,,2.690000057220459,,,,N,1,-22.592,-43.08,,,,285.420120295185,-5.739089504799445,300
* omi Sgr,19:04:40.98,-21:44:29.38,,2.5199999809265137,,,,N,1,77.445,-58.46,,,,286.17075850011827,-21.741495958675554,301
* tau Sgr,19:06:56.40,-27:40:13.49,,1.850000023841858,,,,N,1,-53.001,-253.304,,,,286.73501297132,-27.67041563722,302
* c Sgr,20:02:39.48,-27:42:35.43,,1.149999976158142,,,,N,1,32.777,14.3,,,,300.6645021138671,-27.709844346463058,303
* alf02 Cap,20:18:03.25,-12:32:41.46,,2.4200000762939453,,,,N,1,61.212,2.412,,,,304.5135649821425,-12.544852120195275,304
sig Cap,20:19:23.60,-19:07:06.86,5.264999866485596,4.4128405717468056,4.127699373940232,4.0079711769820205,4.824424,N,1,5.034269864113311,-10.825435778049076,3.444795969592617,1.5358272,6860553954296642176,304.8483748646458,-19.11857349679107,305
* bet01 Cap,20:21:00.66,-14:46:53.06,,2.0299999713897705,,,,N,1,44.133,0.36,,,,305.25277749238,-14.78140760208,306
HD 195569,20:33:55.08,-44:30:58.32,5.118000030517578,4.578822219721012,4.327988708718974,4.230008237897924,4.8498907,N,1,11.56045447470793,-35.35506656042434,12.936068570234816,1.1577353,6675723472684914560,308.47954110885985,-44.51620275312119,307
ups Cap,20:40:02.91,-18:08:19.52,5.099999904632568,3.720755481649931,3.1658552239143614,2.963667907226805,4.2984753,N,1,-22.764136716673914,-22.16961845509853,5.171924705502732,2.1454346,6861481701590665984,310.0121615926549,-18.138755944055166,308
eta Ind,20:44:02.60,-51:55:16.36,4.494999885559082,4.547317161623312,4.240013386134276,4.20600937269227,4.435362,N,1,156.66287256356512,-54.64446797688421,41.33567011420478,0.38055897,6471630024096107008,311.01085387228005,-51.921213220706434,309
* k Aqr,20:47:44.23,-05:01:39.72,,1.659999966621399,,,,N,1,0.423,-40.204,,,,311.9343269618446,-5.027701147756111,310
zet Ind,20:49:29.02,-46:13:36.15,4.881999969482422,3.830697512650765,3.475286488369303,3.3277551353773287,4.3030252,N,1,39.43246994786403,26.20424864595763,7.249722037968484,1.7461042,6482637342379564416,312.37093069373157,-46.226710517266035,311
iot Ind,20:51:30.05,-51:36:29.52,5.044000148773193,4.418542380481277,4.170993019525183,4.054155562253185,4.7332306,N,1,0.869915835907562,-5.176725784666575,6.544447402942733,1.274838,6477431326619860224,312.8752186433054,-51.60820158364423,312
* ome Cap,20:51:49.29,-26:55:08.88,,1.9299999475479126,,,,N,1,-9.016,-2.048,,,,312.95537723912,-26.91913484546,313
HD 198716,20:53:40.24,-39:48:37.06,5.334000110626221,4.5544045674176274,4.293016919003535,4.170977465215725,4.9360247,N,1,43.547779130739336,-97.02255205742614,8.243484280058505,1.449903,6774564036104416128,313.41769104876784,-39.81029489510696,314
